n,T
240000072569,53
240000072570,75
240000072571,50
240000072572,63
240000072573,69
240000072574,40
240000072575,51
240000072576,95
240000072577,57
240000072578,33
240000072579,77
240000072580,35
240000072581,58
240000072582,85
240000072583,54
240000072584,42
240000072585,94
240000072586,60
240000072587,63
240000072588,89
240000072589,42
240000072590,86
240000072591,81
240000072592,58
240000072593,47
240000072594,70
240000072595,49
240000072596,74
240000072597,82
240000072598,38
240000072599,52
240000072600,80
240000072601,56
240000072602,32
240000072603,83
240000072604,46
240000072605,50
240000072606,84
240000072607,47
240000072608,43
240000072609,82
240000072610,57
240000072611,47
240000072612,79
240000072613,48
240000072614,62
240000072615,72
240000072616,67
240000072617,67
240000072618,77
240000072619,49
240000072620,77
240000072621,87
240000072622,31
240000072623,46
240000072624,77
240000072625,47
240000072626,29
240000072627,71
240000072628,37
240000072629,47
240000072630,63
240000072631,71
240000072632,43
240000072633,80
240000072634,67
240000072635,51
240000072636,94
240000072637,55
240000072638,66
240000072639,75
240000072640,60
240000072641,49
240000072642,76
240000072643,57
240000072644,69
240000072645,81
240000072646,50
240000072647,38
240000072648,62
240000072649,47
240000072650,35
240000072651,77
240000072652,45
240000072653,49
240000072654,82
240000072655,52
240000072656,50
240000072657,87
240000072658,63
240000072659,47
240000072660,83
240000072661,44
240000072662,60
240000072663,72
240000072664,59
240000072665,52
240000072666,75
240000072667,41
240000072668,74
240000072669,74
240000072670,44
240000072671,52
240000072672,78
240000072673,46
240000072674,38
240000072675,83
240000072676,44
240000072677,56
240000072678,79
240000072679,44
240000072680,36
240000072681,78
240000072682,69
240000072683,52
240000072684,92
240000072685,36
240000072686,63
240000072687,73
240000072688,68
240000072689,43
240000072690,79
240000072691,64
240000072692,72
240000072693,83
240000072694,44
240000072695,50
240000072696,95
240000072697,55
240000072698,36
240000072699,69
240000072700,33
240000072701,54
240000072702,89
240000072703,58
240000072704,42
240000072705,65
240000072706,73
240000072707,43
240000072708,94
240000072709,48
240000072710,61
240000072711,83
240000072712,59
240000072713,50
240000072714,86
240000072715,57
240000072716,67
240000072717,75
240000072718,33
240000072719,65
240000072720,80
240000072721,46
240000072722,35
240000072723,70
240000072724,42
240000072725,36
240000072726,82
240000072727,60
240000072728,46
240000072729,62
240000072730,68
240000072731,51
240000072732,102
240000072733,39
240000072734,70
240000072735,69
240000072736,63
240000072737,50
240000072738,82
240000072739,39
240000072740,57
240000072741,85
240000072742,42
240000072743,48
240000072744,87
240000072745,49
240000072746,46
240000072747,73
240000072748,29
240000072749,58
240000072750,85
240000072751,46
240000072752,39
240000072753,83
240000072754,55
240000072755,47
240000072756,91
240000072757,45
240000072758,73
240000072759,67
240000072760,57
240000072761,50
240000072762,75
240000072763,59
240000072764,76
240000072765,81
240000072766,45
240000072767,52
240000072768,73
240000072769,45
240000072770,37
240000072771,71
240000072772,33
240000072773,57
240000072774,86
240000072775,52
240000072776,38
240000072777,81
240000072778,68
240000072779,44
240000072780,81
240000072781,50
240000072782,77
240000072783,80
240000072784,67
240000072785,61
240000072786,79
240000072787,56
240000072788,65
240000072789,77
240000072790,30
240000072791,38
240000072792,80
240000072793,49
240000072794,38
240000072795,67
240000072796,38
240000072797,51
240000072798,77
240000072799,50
240000072800,42
240000072801,75
240000072802,65
240000072803,59
240000072804,82
240000072805,53
240000072806,68
240000072807,91
240000072808,74
240000072809,50
240000072810,71
240000072811,50
240000072812,72
240000072813,62
240000072814,45
240000072815,47
240000072816,64
240000072817,48
240000072818,45
240000072819,76
240000072820,35
240000072821,48
240000072822,88
240000072823,45
240000072824,28
240000072825,86
240000072826,60
240000072827,60
240000072828,73
240000072829,56
240000072830,63
240000072831,81
240000072832,60
240000072833,52
240000072834,69
240000072835,45
240000072836,68
240000072837,71
240000072838,35
240000072839,50
240000072840,89
240000072841,36
240000072842,32
240000072843,83
240000072844,40
240000072845,48
240000072846,84
240000072847,44
240000072848,43
240000072849,82
240000072850,64
240000072851,48
240000072852,78
240000072853,55
240000072854,75
240000072855,75
240000072856,67
240000072857,50
240000072858,88
240000072859,55
240000072860,56
240000072861,75
240000072862,42
240000072863,67
240000072864,67
240000072865,59
240000072866,42
240000072867,81
240000072868,30
240000072869,51
240000072870,75
240000072871,54
240000072872,33
240000072873,96
240000072874,60
240000072875,39
240000072876,83
240000072877,40
240000072878,69
240000072879,85
240000072880,64
240000072881,41
240000072882,80
240000072883,46
240000072884,59
240000072885,77
240000072886,34
240000072887,48
240000072888,71
240000072889,56
240000072890,31
240000072891,62
240000072892,33
240000072893,40
240000072894,83
240000072895,55
240000072896,32
240000072897,82
240000072898,74
240000072899,54
240000072900,91
240000072901,41
240000072902,72
240000072903,70
240000072904,73
240000072905,50
240000072906,89
240000072907,49
240000072908,68
240000072909,71
240000072910,32
240000072911,51
240000072912,77
240000072913,48
240000072914,35
240000072915,86
240000072916,33
240000072917,55
240000072918,83
240000072919,50
240000072920,35
240000072921,94
240000072922,63
240000072923,51
240000072924,83
240000072925,50
240000072926,66
240000072927,66
240000072928,58
240000072929,55
240000072930,67
240000072931,45
240000072932,81
240000072933,77
240000072934,28
240000072935,53
240000072936,78
240000072937,40
240000072938,35
240000072939,92
240000072940,36
240000072941,59
240000072942,79
240000072943,61
240000072944,43
240000072945,81
240000072946,53
240000072947,51
240000072948,75
240000072949,52
240000072950,80
240000072951,89
240000072952,65
240000072953,48
240000072954,81
240000072955,51
240000072956,73
240000072957,74
240000072958,49
240000072959,54
240000072960,72
240000072961,47
240000072962,33
240000072963,77
240000072964,42
240000072965,51
240000072966,79
240000072967,55
240000072968,41
240000072969,94
240000072970,72
240000072971,51
240000072972,87
240000072973,52
240000072974,73
240000072975,76
240000072976,69
240000072977,44
240000072978,81
240000072979,48
240000072980,62
240000072981,79
240000072982,37
240000072983,49
240000072984,65
240000072985,49
240000072986,25
240000072987,71
240000072988,32
240000072989,58
240000072990,71
240000072991,47
240000072992,42
240000072993,87
240000072994,80
240000072995,54
240000072996,76
240000072997,54
240000072998,64
240000072999,89
240000073000,60
240000073001,51
240000073002,88
240000073003,50
240000073004,61
240000073005,85
240000073006,38
240000073007,52
240000073008,58
240000073009,47
240000073010,30
240000073011,66
240000073012,39
240000073013,46
240000073014,92
240000073015,40
240000073016,43
240000073017,94
240000073018,69
240000073019,50
240000073020,81
240000073021,47
240000073022,56
240000073023,79
240000073024,64
240000073025,64
240000073026,72
240000073027,55
240000073028,75
240000073029,79
240000073030,34
240000073031,50
240000073032,74
240000073033,47
240000073034,33
240000073035,75
240000073036,36
240000073037,54
240000073038,101
240000073039,52
240000073040,26
240000073041,85
240000073042,57
240000073043,38
240000073044,71
240000073045,44
240000073046,71
240000073047,86
240000073048,63
240000073049,55
240000073050,77
240000073051,48
240000073052,67
240000073053,93
240000073054,36
240000073055,53
240000073056,69
240000073057,55
240000073058,29
240000073059,79
240000073060,39
240000073061,44
240000073062,81
240000073063,57
240000073064,42
240000073065,88
240000073066,53
240000073067,49
240000073068,86
240000073069,35
240000073070,69
240000073071,89
240000073072,61
240000073073,50
240000073074,89
240000073075,46
240000073076,75
240000073077,79
240000073078,36
240000073079,54
240000073080,76
240000073081,51
240000073082,50
240000073083,81
240000073084,27
240000073085,50
240000073086,81
240000073087,65
240000073088,38
240000073089,79
240000073090,66
240000073091,65
240000073092,80
240000073093,53
240000073094,75
240000073095,67
240000073096,57
240000073097,56
240000073098,86
240000073099,52
240000073100,67
240000073101,83
240000073102,37
240000073103,56
240000073104,82
240000073105,49
240000073106,38
240000073107,83
240000073108,38
240000073109,61
240000073110,74
240000073111,49
240000073112,36
240000073113,87
240000073114,69
240000073115,49
240000073116,67
240000073117,54
240000073118,73
240000073119,87
240000073120,66
240000073121,53
240000073122,69
240000073123,56
240000073124,86
240000073125,87
240000073126,39
240000073127,49
240000073128,72
240000073129,42
240000073130,35
240000073131,81
240000073132,39
240000073133,61
240000073134,80
240000073135,51
240000073136,46
240000073137,91
240000073138,78
240000073139,50
240000073140,82
240000073141,54
240000073142,71
240000073143,68
240000073144,57
240000073145,43
240000073146,72
240000073147,48
240000073148,64
240000073149,74
240000073150,34
240000073151,39
240000073152,78
240000073153,57
240000073154,29
240000073155,81
240000073156,31
240000073157,55
240000073158,87
240000073159,39
240000073160,36
240000073161,81
240000073162,69
240000073163,53
240000073164,75
240000073165,44
240000073166,61
240000073167,82
240000073168,63
240000073169,55
240000073170,75
240000073171,57
240000073172,62
240000073173,73
240000073174,41
240000073175,52
240000073176,72
240000073177,42
240000073178,33
240000073179,73
240000073180,37
240000073181,53
240000073182,87
240000073183,54
240000073184,43
240000073185,93
240000073186,62
240000073187,47
240000073188,86
240000073189,47
240000073190,74
240000073191,87
240000073192,70
240000073193,59
240000073194,77
240000073195,57
240000073196,81
240000073197,83
240000073198,38
240000073199,49
240000073200,72
240000073201,43
240000073202,33
240000073203,91
240000073204,46
240000073205,49
240000073206,85
240000073207,48
240000073208,39
240000073209,82
240000073210,73
240000073211,58
240000073212,86
240000073213,41
240000073214,74
240000073215,62
240000073216,56
240000073217,47
240000073218,86
240000073219,58
240000073220,66
240000073221,77
240000073222,22
240000073223,59
240000073224,82
240000073225,50
240000073226,34
240000073227,72
240000073228,45
240000073229,31
240000073230,88
240000073231,53
240000073232,44
240000073233,78
240000073234,67
240000073235,40
240000073236,103
240000073237,54
240000073238,88
240000073239,71
240000073240,71
240000073241,66
240000073242,71
240000073243,43
240000073244,81
240000073245,93
240000073246,29
240000073247,51
240000073248,90
240000073249,54
240000073250,42
240000073251,70
240000073252,37
240000073253,47
240000073254,76
240000073255,41
240000073256,46
240000073257,67
240000073258,68
240000073259,44
240000073260,74
240000073261,48
240000073262,76
240000073263,81
240000073264,48
240000073265,50
240000073266,72
240000073267,45
240000073268,70
240000073269,83
240000073270,39
240000073271,52
240000073272,75
240000073273,43
240000073274,44
240000073275,80
240000073276,44
240000073277,56
240000073278,68
240000073279,40
240000073280,45
240000073281,72
240000073282,58
240000073283,44
240000073284,101
240000073285,47
240000073286,67
240000073287,72
240000073288,69
240000073289,58
240000073290,65
240000073291,65
240000073292,67
240000073293,93
240000073294,49
240000073295,60
240000073296,82
240000073297,47
240000073298,30
240000073299,80
240000073300,60
240000073301,46
240000073302,86
240000073303,54
240000073304,43
240000073305,67
240000073306,64
240000073307,46
240000073308,95
240000073309,57
240000073310,57
240000073311,74
240000073312,63
240000073313,58
240000073314,81
240000073315,45
240000073316,70
240000073317,77
240000073318,37
240000073319,41
240000073320,69
240000073321,40
240000073322,34
240000073323,67
240000073324,46
240000073325,60
240000073326,77
240000073327,40
240000073328,36
240000073329,85
240000073330,57
240000073331,44
240000073332,79
240000073333,58
240000073334,70
240000073335,89
240000073336,66
240000073337,46
240000073338,88
240000073339,62
240000073340,66
240000073341,68
240000073342,37
240000073343,56
240000073344,81
240000073345,43
240000073346,42
240000073347,72
240000073348,36
240000073349,56
240000073350,77
240000073351,57
240000073352,43
240000073353,82
240000073354,48
240000073355,40
240000073356,86
240000073357,49
240000073358,67
240000073359,72
240000073360,58
240000073361,59
240000073362,83
240000073363,54
240000073364,66
240000073365,83
240000073366,41
240000073367,54
240000073368,81
240000073369,53
240000073370,38
240000073371,99
240000073372,37
240000073373,55
240000073374,77
240000073375,56
240000073376,29
240000073377,79
240000073378,58
240000073379,53
240000073380,83
240000073381,55
240000073382,71
240000073383,66
240000073384,73
240000073385,50
240000073386,74
240000073387,54
240000073388,62
240000073389,89
240000073390,40
240000073391,46
240000073392,70
240000073393,55
240000073394,34
240000073395,78
240000073396,35
240000073397,46
240000073398,93
240000073399,54
240000073400,43
240000073401,77
240000073402,74
240000073403,40
240000073404,88
240000073405,56
240000073406,80
240000073407,73
240000073408,62
240000073409,50
240000073410,80
240000073411,53
240000073412,68
240000073413,84
240000073414,32
240000073415,54
240000073416,82
240000073417,48
240000073418,41
240000073419,77
240000073420,27
240000073421,47
240000073422,79
240000073423,57
240000073424,44
240000073425,81
240000073426,67
240000073427,52
240000073428,80
240000073429,38
240000073430,55
240000073431,81
240000073432,64
240000073433,60
240000073434,92
240000073435,40
240000073436,78
240000073437,89
240000073438,28
240000073439,59
240000073440,71
240000073441,47
240000073442,49
240000073443,76
240000073444,38
240000073445,57
240000073446,76
240000073447,53
240000073448,36
240000073449,73
240000073450,59
240000073451,48
240000073452,75
240000073453,59
240000073454,83
240000073455,80
240000073456,76
240000073457,50
240000073458,79
240000073459,54
240000073460,65
240000073461,74
240000073462,33
240000073463,47
240000073464,76
240000073465,51
240000073466,39
240000073467,87
240000073468,41
240000073469,55
240000073470,84
240000073471,71
240000073472,29
240000073473,80
240000073474,71
240000073475,57
240000073476,77
240000073477,39
240000073478,72
240000073479,75
240000073480,63
240000073481,39
240000073482,80
240000073483,50
240000073484,56
240000073485,66
240000073486,31
240000073487,52
240000073488,69
240000073489,50
240000073490,30
240000073491,77
240000073492,34
240000073493,56
240000073494,87
240000073495,47
240000073496,38
240000073497,74
240000073498,60
240000073499,55
240000073500,94
240000073501,57
240000073502,63
240000073503,70
240000073504,56
240000073505,45
240000073506,71
240000073507,48
240000073508,68
240000073509,78
240000073510,33
240000073511,46
240000073512,85
240000073513,43
240000073514,31
240000073515,68
240000073516,40
240000073517,49
240000073518,76
240000073519,49
240000073520,40
240000073521,75
240000073522,74
240000073523,58
240000073524,87
240000073525,51
240000073526,67
240000073527,89
240000073528,67
240000073529,59
240000073530,78
240000073531,49
240000073532,66
240000073533,96
240000073534,43
240000073535,47
240000073536,78
240000073537,54
240000073538,32
240000073539,80
240000073540,32
240000073541,52
240000073542,82
240000073543,58
240000073544,21
240000073545,89
240000073546,54
240000073547,61
240000073548,99
240000073549,51
240000073550,73
240000073551,74
240000073552,71
240000073553,39
240000073554,74
240000073555,56
240000073556,71
240000073557,78
240000073558,32
240000073559,49
240000073560,81
240000073561,43
240000073562,39
240000073563,83
240000073564,39
240000073565,40
240000073566,95
240000073567,47
240000073568,36
240000073569,82
240000073570,66
240000073571,53
240000073572,78
240000073573,48
240000073574,78
240000073575,71
240000073576,68
240000073577,52
240000073578,86
240000073579,48
240000073580,63
240000073581,79
240000073582,42
240000073583,54
240000073584,82
240000073585,46
240000073586,37
240000073587,84
240000073588,42
240000073589,50
240000073590,82
240000073591,63
240000073592,41
240000073593,84
240000073594,65
240000073595,57
240000073596,77
240000073597,45
240000073598,69
240000073599,100
240000073600,62
240000073601,46
240000073602,79
240000073603,61
240000073604,70
240000073605,79
240000073606,32
240000073607,51
240000073608,82
240000073609,53
240000073610,39
240000073611,82
240000073612,36
240000073613,60
240000073614,85
240000073615,55
240000073616,30
240000073617,86
240000073618,53
240000073619,50
240000073620,72
240000073621,61
240000073622,63
240000073623,74
240000073624,65
240000073625,58
240000073626,82
240000073627,44
240000073628,63
240000073629,84
240000073630,31
240000073631,48
240000073632,81
240000073633,54
240000073634,27
240000073635,85
240000073636,44
240000073637,56
240000073638,76
240000073639,49
240000073640,37
240000073641,80
240000073642,57
240000073643,57
240000073644,76
240000073645,41
240000073646,73
240000073647,86
240000073648,75
240000073649,47
240000073650,80
240000073651,54
240000073652,62
240000073653,78
240000073654,43
240000073655,47
240000073656,66
240000073657,48
240000073658,40
240000073659,77
240000073660,41
240000073661,50
240000073662,77
240000073663,45
240000073664,42
240000073665,84
240000073666,66
240000073667,62
240000073668,91
240000073669,55
240000073670,68
240000073671,82
240000073672,59
240000073673,56
240000073674,80
240000073675,60
240000073676,83
240000073677,74
240000073678,35
240000073679,53
240000073680,73
240000073681,50
240000073682,32
240000073683,81
240000073684,49
240000073685,64
240000073686,86
240000073687,53
240000073688,35
240000073689,83
240000073690,70
240000073691,66
240000073692,93
240000073693,49
240000073694,79
240000073695,86
240000073696,83
240000073697,59
240000073698,99
240000073699,46
240000073700,76
240000073701,71
240000073702,44
240000073703,45
240000073704,78
240000073705,47
240000073706,25
240000073707,83
240000073708,34
240000073709,57
240000073710,83
240000073711,44
240000073712,41
240000073713,73
240000073714,68
240000073715,35
240000073716,77
240000073717,50
240000073718,71
240000073719,76
240000073720,72
240000073721,51
240000073722,63
240000073723,56
240000073724,76
240000073725,89
240000073726,21
240000073727,63
240000073728,66
240000073729,49
240000073730,39
240000073731,83
240000073732,39
240000073733,38
240000073734,84
240000073735,56
240000073736,43
240000073737,77
240000073738,70
240000073739,49
240000073740,91
240000073741,46
240000073742,77
240000073743,83
240000073744,55
240000073745,57
240000073746,80
240000073747,48
240000073748,72
240000073749,79
240000073750,41
240000073751,56
240000073752,75
240000073753,60
240000073754,47
240000073755,69
240000073756,45
240000073757,59
240000073758,89
240000073759,45
240000073760,45
240000073761,86
240000073762,58
240000073763,47
240000073764,92
240000073765,50
240000073766,79
240000073767,78
240000073768,46
240000073769,48
240000073770,79
240000073771,55
240000073772,70
240000073773,89
240000073774,45
240000073775,73
240000073776,87
240000073777,57
240000073778,44
240000073779,86
240000073780,34
240000073781,51
240000073782,68
240000073783,45
240000073784,44
240000073785,77
240000073786,68
240000073787,42
240000073788,84
240000073789,48
240000073790,70
240000073791,77
240000073792,71
240000073793,59
240000073794,71
240000073795,54
240000073796,60
240000073797,96
240000073798,38
240000073799,53
240000073800,87
240000073801,47
240000073802,43
240000073803,73
240000073804,37
240000073805,42
240000073806,74
240000073807,57
240000073808,47
240000073809,90
240000073810,76
240000073811,61
240000073812,83
240000073813,60
240000073814,66
240000073815,76
240000073816,61
240000073817,46
240000073818,70
240000073819,57
240000073820,62
240000073821,70
240000073822,43
240000073823,42
240000073824,76
240000073825,46
240000073826,35
240000073827,92
240000073828,43
240000073829,53
240000073830,94
240000073831,51
240000073832,41
240000073833,71
240000073834,81
240000073835,53
240000073836,83
240000073837,60
240000073838,58
240000073839,80
240000073840,55
240000073841,61
240000073842,81
240000073843,53
240000073844,61
240000073845,87
240000073846,43
240000073847,65
240000073848,73
240000073849,31
240000073850,32
240000073851,76
240000073852,45
240000073853,52
240000073854,85
240000073855,56
240000073856,49
240000073857,78
240000073858,68
240000073859,50
240000073860,78
240000073861,51
240000073862,63
240000073863,92
240000073864,63
240000073865,51
240000073866,85
240000073867,57
240000073868,73
240000073869,75
240000073870,33
240000073871,47
240000073872,87
240000073873,49
240000073874,42
240000073875,81
240000073876,44
240000073877,50
240000073878,77
240000073879,48
240000073880,32
240000073881,77
240000073882,60
240000073883,48
240000073884,86
240000073885,53
240000073886,64
240000073887,56
240000073888,64
240000073889,61
240000073890,80
240000073891,50
240000073892,63
240000073893,72
240000073894,32
240000073895,41
240000073896,80
240000073897,54
240000073898,29
240000073899,80
240000073900,48
240000073901,48
240000073902,78
240000073903,42
240000073904,42
240000073905,80
240000073906,61
240000073907,51
240000073908,106
240000073909,44
240000073910,85
240000073911,82
240000073912,63
240000073913,52
240000073914,85
240000073915,41
240000073916,71
240000073917,78
240000073918,45
240000073919,57
240000073920,74
240000073921,53
240000073922,35
240000073923,82
240000073924,42
240000073925,57
240000073926,83
240000073927,51
240000073928,43
240000073929,87
240000073930,66
240000073931,41
240000073932,86
240000073933,52
240000073934,78
240000073935,65
240000073936,67
240000073937,57
240000073938,58
240000073939,52
240000073940,81
240000073941,84
240000073942,41
240000073943,51
240000073944,83
240000073945,49
240000073946,38
240000073947,84
240000073948,39
240000073949,57
240000073950,59
240000073951,61
240000073952,44
240000073953,81
240000073954,59
240000073955,53
240000073956,82
240000073957,48
240000073958,66
240000073959,82
240000073960,55
240000073961,54
240000073962,83
240000073963,53
240000073964,80
240000073965,97
240000073966,38
240000073967,49
240000073968,73
240000073969,53
240000073970,35
240000073971,83
240000073972,39
240000073973,60
240000073974,73
240000073975,47
240000073976,30
240000073977,90
240000073978,67
240000073979,57
240000073980,90
240000073981,54
240000073982,78
240000073983,64
240000073984,68
240000073985,49
240000073986,79
240000073987,47
240000073988,73
240000073989,89
240000073990,42
240000073991,44
240000073992,68
240000073993,38
240000073994,37
240000073995,79
240000073996,36
240000073997,58
240000073998,84
240000073999,40
240000074000,42
240000074001,70
240000074002,62
240000074003,46
240000074004,85
240000074005,45
240000074006,66
240000074007,86
240000074008,61
240000074009,54
240000074010,72
240000074011,48
240000074012,55
240000074013,79
240000074014,37
240000074015,45
240000074016,77
240000074017,41
240000074018,38
240000074019,82
240000074020,48
240000074021,48
240000074022,93
240000074023,52
240000074024,42
240000074025,83
240000074026,70
240000074027,56
240000074028,93
240000074029,54
240000074030,63
240000074031,75
240000074032,59
240000074033,51
240000074034,88
240000074035,52
240000074036,75
240000074037,88
240000074038,33
240000074039,53
240000074040,76
240000074041,55
240000074042,38
240000074043,88
240000074044,33
240000074045,56
240000074046,82
240000074047,54
240000074048,36
240000074049,68
240000074050,70
240000074051,49
240000074052,86
240000074053,45
240000074054,71
240000074055,70
240000074056,57
240000074057,49
240000074058,70
240000074059,58
240000074060,70
240000074061,92
240000074062,32
240000074063,54
240000074064,79
240000074065,59
240000074066,46
240000074067,66
240000074068,35
240000074069,39
240000074070,90
240000074071,60
240000074072,41
240000074073,80
240000074074,68
240000074075,46
240000074076,78
240000074077,37
240000074078,67
240000074079,78
240000074080,56
240000074081,53
240000074082,79
240000074083,45
240000074084,60
240000074085,79
240000074086,28
240000074087,51
240000074088,71
240000074089,57
240000074090,48
240000074091,89
240000074092,30
240000074093,47
240000074094,96
240000074095,70
240000074096,33
240000074097,88
240000074098,58
240000074099,66
240000074100,80
240000074101,42
240000074102,68
240000074103,71
240000074104,58
240000074105,49
240000074106,78
240000074107,53
240000074108,68
240000074109,91
240000074110,40
240000074111,46
240000074112,70
240000074113,50
240000074114,34
240000074115,79
240000074116,35
240000074117,53
240000074118,61
240000074119,57
240000074120,29
240000074121,83
240000074122,53
240000074123,49
240000074124,80
240000074125,55
240000074126,71
240000074127,79
240000074128,67
240000074129,56
240000074130,83
240000074131,52
240000074132,82
240000074133,77
240000074134,29
240000074135,46
240000074136,81
240000074137,42
240000074138,30
240000074139,85
240000074140,42
240000074141,62
240000074142,80
240000074143,55
240000074144,33
240000074145,82
240000074146,67
240000074147,49
240000074148,95
240000074149,46
240000074150,78
240000074151,78
240000074152,74
240000074153,41
240000074154,90
240000074155,42
240000074156,62
240000074157,83
240000074158,36
240000074159,45
240000074160,73
240000074161,51
240000074162,37
240000074163,76
240000074164,37
240000074165,66
240000074166,77
240000074167,46
240000074168,45
240000074169,77
240000074170,59
240000074171,63
240000074172,93
240000074173,46
240000074174,78
240000074175,78
240000074176,73
240000074177,49
240000074178,83
240000074179,46
240000074180,73
240000074181,74
240000074182,53
240000074183,48
240000074184,77
240000074185,49
240000074186,39
240000074187,74
240000074188,36
240000074189,53
240000074190,85
240000074191,48
240000074192,33
240000074193,92
240000074194,71
240000074195,63
240000074196,82
240000074197,49
240000074198,67
240000074199,69
240000074200,67
240000074201,42
240000074202,96
240000074203,51
240000074204,69
240000074205,82
240000074206,40
240000074207,50
240000074208,74
240000074209,50
240000074210,28
240000074211,75
240000074212,41
240000074213,53
240000074214,86
240000074215,67
240000074216,30
240000074217,70
240000074218,63
240000074219,52
240000074220,89
240000074221,51
240000074222,61
240000074223,79
240000074224,69
240000074225,53
240000074226,90
240000074227,62
240000074228,62
240000074229,81
240000074230,30
240000074231,53
240000074232,85
240000074233,46
240000074234,40
240000074235,85
240000074236,39
240000074237,57
240000074238,90
240000074239,41
240000074240,46
240000074241,68
240000074242,72
240000074243,50
240000074244,90
240000074245,38
240000074246,81
240000074247,62
240000074248,58
240000074249,55
240000074250,80
240000074251,36
240000074252,78
240000074253,81
240000074254,36
240000074255,50
240000074256,85
240000074257,62
240000074258,43
240000074259,75
240000074260,44
240000074261,56
240000074262,95
240000074263,49
240000074264,35
240000074265,61
240000074266,70
240000074267,57
240000074268,91
240000074269,41
240000074270,76
240000074271,76
240000074272,62
240000074273,54
240000074274,72
240000074275,53
240000074276,79
240000074277,67
240000074278,38
240000074279,48
240000074280,68
240000074281,54
240000074282,31
240000074283,73
240000074284,43
240000074285,55
240000074286,80
240000074287,38
240000074288,39
240000074289,79
240000074290,60
240000074291,40
240000074292,101
240000074293,57
240000074294,75
240000074295,79
240000074296,66
240000074297,54
240000074298,75
240000074299,46
240000074300,80
240000074301,72
240000074302,48
240000074303,61
240000074304,82
240000074305,47
240000074306,36
240000074307,79
240000074308,42
240000074309,36
240000074310,90
240000074311,50
240000074312,48
240000074313,87
240000074314,81
240000074315,58
240000074316,89
240000074317,50
240000074318,71
240000074319,69
240000074320,52
240000074321,47
240000074322,83
240000074323,60
240000074324,73
240000074325,83
240000074326,49
240000074327,39
240000074328,68
240000074329,41
240000074330,44
240000074331,71
240000074332,34
240000074333,54
240000074334,90
240000074335,38
240000074336,38
240000074337,82
240000074338,61
240000074339,63
240000074340,77
240000074341,60
240000074342,63
240000074343,87
240000074344,56
240000074345,59
240000074346,72
240000074347,66
240000074348,54
240000074349,83
240000074350,41
240000074351,49
240000074352,78
240000074353,38
240000074354,31
240000074355,79
240000074356,44
240000074357,63
240000074358,92
240000074359,48
240000074360,40
240000074361,81
240000074362,72
240000074363,46
240000074364,82
240000074365,51
240000074366,79
240000074367,84
240000074368,66
240000074369,63
240000074370,88
240000074371,40
240000074372,60
240000074373,82
240000074374,40
240000074375,51
240000074376,65
240000074377,47
240000074378,37
240000074379,79
240000074380,43
240000074381,51
240000074382,72
240000074383,48
240000074384,38
240000074385,72
240000074386,56
240000074387,37
240000074388,85
240000074389,37
240000074390,81
240000074391,75
240000074392,60
240000074393,56
240000074394,80
240000074395,52
240000074396,57
240000074397,70
240000074398,24
240000074399,55
240000074400,82
240000074401,41
240000074402,49
240000074403,68
240000074404,44
240000074405,50
240000074406,76
240000074407,45
240000074408,35
240000074409,71
240000074410,64
240000074411,63
240000074412,84
240000074413,55
240000074414,89
240000074415,75
240000074416,64
240000074417,51
240000074418,84
240000074419,46
240000074420,70
240000074421,61
240000074422,45
240000074423,59
240000074424,89
240000074425,38
240000074426,39
240000074427,84
240000074428,33
240000074429,57
240000074430,90
240000074431,45
240000074432,37
240000074433,78
240000074434,62
240000074435,60
240000074436,90
240000074437,51
240000074438,61
240000074439,76
240000074440,59
240000074441,49
240000074442,75
240000074443,52
240000074444,68
240000074445,86
240000074446,39
240000074447,65
240000074448,85
240000074449,42
240000074450,47
240000074451,85
240000074452,31
240000074453,50
240000074454,86
240000074455,52
240000074456,37
240000074457,86
240000074458,58
240000074459,49
240000074460,79
240000074461,44
240000074462,62
240000074463,72
240000074464,56
240000074465,49
240000074466,70
240000074467,48
240000074468,81
240000074469,84
240000074470,39
240000074471,53
240000074472,74
240000074473,44
240000074474,33
240000074475,78
240000074476,33
240000074477,52
240000074478,86
240000074479,63
240000074480,36
240000074481,80
240000074482,65
240000074483,54
240000074484,82
240000074485,45
240000074486,59
240000074487,68
240000074488,61
240000074489,34
240000074490,80
240000074491,56
240000074492,65
240000074493,74
240000074494,41
240000074495,38
240000074496,71
240000074497,46
240000074498,26
240000074499,67
240000074500,27
240000074501,56
240000074502,85
240000074503,40
240000074504,57
240000074505,86
240000074506,62
240000074507,49
240000074508,74
240000074509,55
240000074510,52
240000074511,79
240000074512,76
240000074513,46
240000074514,86
240000074515,62
240000074516,56
240000074517,83
240000074518,28
240000074519,49
240000074520,88
240000074521,42
240000074522,34
240000074523,85
240000074524,56
240000074525,46
240000074526,84
240000074527,49
240000074528,53
240000074529,80
240000074530,71
240000074531,66
240000074532,85
240000074533,52
240000074534,65
240000074535,85
240000074536,59
240000074537,60
240000074538,78
240000074539,61
240000074540,59
240000074541,91
240000074542,27
240000074543,43
240000074544,72
240000074545,64
240000074546,41
240000074547,72
240000074548,54
240000074549,46
240000074550,92
240000074551,47
240000074552,29
240000074553,75
240000074554,61
240000074555,49
240000074556,98
240000074557,56
240000074558,62
240000074559,83
240000074560,73
240000074561,47
240000074562,71
240000074563,48
240000074564,72
240000074565,91
240000074566,37
240000074567,53
