n,T
240000022721,50
240000022722,85
240000022723,55
240000022724,77
240000022725,81
240000022726,38
240000022727,52
240000022728,91
240000022729,58
240000022730,32
240000022731,83
240000022732,48
240000022733,59
240000022734,84
240000022735,62
240000022736,47
240000022737,82
240000022738,76
240000022739,57
240000022740,99
240000022741,49
240000022742,68
240000022743,77
240000022744,59
240000022745,45
240000022746,77
240000022747,53
240000022748,65
240000022749,73
240000022750,43
240000022751,53
240000022752,63
240000022753,55
240000022754,45
240000022755,75
240000022756,38
240000022757,52
240000022758,83
240000022759,44
240000022760,42
240000022761,84
240000022762,63
240000022763,61
240000022764,78
240000022765,53
240000022766,55
240000022767,80
240000022768,63
240000022769,56
240000022770,75
240000022771,48
240000022772,67
240000022773,79
240000022774,37
240000022775,54
240000022776,82
240000022777,44
240000022778,36
240000022779,80
240000022780,44
240000022781,50
240000022782,89
240000022783,42
240000022784,33
240000022785,78
240000022786,71
240000022787,45
240000022788,87
240000022789,40
240000022790,73
240000022791,79
240000022792,62
240000022793,35
240000022794,77
240000022795,46
240000022796,65
240000022797,78
240000022798,39
240000022799,47
240000022800,72
240000022801,49
240000022802,34
240000022803,63
240000022804,35
240000022805,50
240000022806,96
240000022807,41
240000022808,37
240000022809,68
240000022810,67
240000022811,46
240000022812,98
240000022813,49
240000022814,69
240000022815,81
240000022816,74
240000022817,63
240000022818,71
240000022819,60
240000022820,71
240000022821,87
240000022822,36
240000022823,63
240000022824,70
240000022825,41
240000022826,42
240000022827,78
240000022828,44
240000022829,41
240000022830,74
240000022831,69
240000022832,42
240000022833,85
240000022834,74
240000022835,45
240000022836,82
240000022837,51
240000022838,77
240000022839,66
240000022840,56
240000022841,61
240000022842,74
240000022843,47
240000022844,63
240000022845,90
240000022846,39
240000022847,38
240000022848,73
240000022849,43
240000022850,40
240000022851,86
240000022852,37
240000022853,53
240000022854,86
240000022855,45
240000022856,42
240000022857,82
240000022858,56
240000022859,50
240000022860,75
240000022861,43
240000022862,64
240000022863,87
240000022864,57
240000022865,51
240000022866,68
240000022867,63
240000022868,62
240000022869,63
240000022870,37
240000022871,57
240000022872,71
240000022873,41
240000022874,40
240000022875,84
240000022876,36
240000022877,60
240000022878,92
240000022879,53
240000022880,44
240000022881,85
240000022882,61
240000022883,44
240000022884,77
240000022885,52
240000022886,84
240000022887,95
240000022888,67
240000022889,58
240000022890,83
240000022891,51
240000022892,79
240000022893,75
240000022894,43
240000022895,54
240000022896,83
240000022897,50
240000022898,46
240000022899,77
240000022900,32
240000022901,60
240000022902,80
240000022903,47
240000022904,37
240000022905,92
240000022906,69
240000022907,52
240000022908,78
240000022909,54
240000022910,76
240000022911,88
240000022912,83
240000022913,58
240000022914,80
240000022915,49
240000022916,62
240000022917,71
240000022918,49
240000022919,49
240000022920,74
240000022921,41
240000022922,45
240000022923,74
240000022924,32
240000022925,61
240000022926,67
240000022927,49
240000022928,30
240000022929,76
240000022930,69
240000022931,71
240000022932,75
240000022933,53
240000022934,60
240000022935,79
240000022936,68
240000022937,62
240000022938,75
240000022939,47
240000022940,59
240000022941,80
240000022942,31
240000022943,54
240000022944,89
240000022945,44
240000022946,26
240000022947,67
240000022948,48
240000022949,58
240000022950,77
240000022951,53
240000022952,41
240000022953,82
240000022954,75
240000022955,53
240000022956,78
240000022957,53
240000022958,73
240000022959,80
240000022960,73
240000022961,51
240000022962,82
240000022963,42
240000022964,63
240000022965,74
240000022966,39
240000022967,54
240000022968,80
240000022969,53
240000022970,37
240000022971,77
240000022972,33
240000022973,55
240000022974,79
240000022975,50
240000022976,33
240000022977,103
240000022978,67
240000022979,45
240000022980,79
240000022981,52
240000022982,70
240000022983,81
240000022984,65
240000022985,49
240000022986,72
240000022987,56
240000022988,61
240000022989,80
240000022990,27
240000022991,55
240000022992,85
240000022993,55
240000022994,33
240000022995,71
240000022996,31
240000022997,45
240000022998,77
240000022999,63
240000023000,31
240000023001,87
240000023002,50
240000023003,50
240000023004,74
240000023005,44
240000023006,66
240000023007,94
240000023008,56
240000023009,50
240000023010,86
240000023011,53
240000023012,73
240000023013,84
240000023014,42
240000023015,54
240000023016,75
240000023017,44
240000023018,40
240000023019,64
240000023020,33
240000023021,51
240000023022,83
240000023023,49
240000023024,40
240000023025,83
240000023026,57
240000023027,48
240000023028,77
240000023029,35
240000023030,74
240000023031,75
240000023032,72
240000023033,59
240000023034,69
240000023035,48
240000023036,62
240000023037,82
240000023038,39
240000023039,49
240000023040,82
240000023041,41
240000023042,37
240000023043,88
240000023044,42
240000023045,47
240000023046,73
240000023047,51
240000023048,55
240000023049,72
240000023050,64
240000023051,56
240000023052,85
240000023053,44
240000023054,84
240000023055,83
240000023056,67
240000023057,50
240000023058,71
240000023059,39
240000023060,68
240000023061,83
240000023062,37
240000023063,42
240000023064,86
240000023065,59
240000023066,37
240000023067,69
240000023068,45
240000023069,61
240000023070,97
240000023071,54
240000023072,38
240000023073,87
240000023074,67
240000023075,54
240000023076,94
240000023077,52
240000023078,62
240000023079,78
240000023080,64
240000023081,39
240000023082,73
240000023083,49
240000023084,66
240000023085,76
240000023086,31
240000023087,54
240000023088,66
240000023089,41
240000023090,35
240000023091,84
240000023092,28
240000023093,52
240000023094,95
240000023095,46
240000023096,43
240000023097,64
240000023098,70
240000023099,50
240000023100,69
240000023101,49
240000023102,65
240000023103,81
240000023104,51
240000023105,52
240000023106,78
240000023107,54
240000023108,52
240000023109,93
240000023110,47
240000023111,61
240000023112,87
240000023113,55
240000023114,35
240000023115,74
240000023116,43
240000023117,49
240000023118,95
240000023119,52
240000023120,36
240000023121,88
240000023122,66
240000023123,62
240000023124,78
240000023125,49
240000023126,69
240000023127,100
240000023128,66
240000023129,64
240000023130,81
240000023131,63
240000023132,63
240000023133,86
240000023134,45
240000023135,44
240000023136,95
240000023137,55
240000023138,35
240000023139,70
240000023140,36
240000023141,44
240000023142,93
240000023143,40
240000023144,23
240000023145,88
240000023146,62
240000023147,51
240000023148,84
240000023149,41
240000023150,60
240000023151,65
240000023152,72
240000023153,54
240000023154,74
240000023155,49
240000023156,62
240000023157,75
240000023158,41
240000023159,48
240000023160,83
240000023161,48
240000023162,30
240000023163,73
240000023164,35
240000023165,49
240000023166,83
240000023167,45
240000023168,43
240000023169,77
240000023170,59
240000023171,44
240000023172,86
240000023173,43
240000023174,68
240000023175,78
240000023176,67
240000023177,41
240000023178,70
240000023179,36
240000023180,71
240000023181,71
240000023182,42
240000023183,51
240000023184,81
240000023185,47
240000023186,38
240000023187,83
240000023188,39
240000023189,50
240000023190,85
240000023191,65
240000023192,41
240000023193,77
240000023194,55
240000023195,64
240000023196,84
240000023197,44
240000023198,70
240000023199,78
240000023200,56
240000023201,50
240000023202,93
240000023203,47
240000023204,57
240000023205,80
240000023206,40
240000023207,54
240000023208,84
240000023209,47
240000023210,34
240000023211,99
240000023212,41
240000023213,62
240000023214,74
240000023215,58
240000023216,37
240000023217,83
240000023218,66
240000023219,58
240000023220,85
240000023221,43
240000023222,64
240000023223,77
240000023224,62
240000023225,51
240000023226,82
240000023227,59
240000023228,70
240000023229,75
240000023230,52
240000023231,56
240000023232,74
240000023233,57
240000023234,29
240000023235,85
240000023236,45
240000023237,54
240000023238,82
240000023239,65
240000023240,36
240000023241,104
240000023242,67
240000023243,50
240000023244,88
240000023245,47
240000023246,74
240000023247,79
240000023248,73
240000023249,43
240000023250,81
240000023251,57
240000023252,65
240000023253,93
240000023254,33
240000023255,50
240000023256,72
240000023257,48
240000023258,41
240000023259,74
240000023260,36
240000023261,55
240000023262,72
240000023263,51
240000023264,42
240000023265,88
240000023266,67
240000023267,53
240000023268,88
240000023269,55
240000023270,51
240000023271,80
240000023272,73
240000023273,58
240000023274,79
240000023275,52
240000023276,70
240000023277,78
240000023278,47
240000023279,54
240000023280,80
240000023281,33
240000023282,32
240000023283,68
240000023284,48
240000023285,51
240000023286,79
240000023287,48
240000023288,41
240000023289,81
240000023290,68
240000023291,63
240000023292,79
240000023293,46
240000023294,65
240000023295,75
240000023296,64
240000023297,50
240000023298,80
240000023299,54
240000023300,69
240000023301,81
240000023302,38
240000023303,47
240000023304,86
240000023305,49
240000023306,30
240000023307,82
240000023308,38
240000023309,46
240000023310,83
240000023311,53
240000023312,42
240000023313,75
240000023314,50
240000023315,41
240000023316,81
240000023317,43
240000023318,70
240000023319,79
240000023320,58
240000023321,41
240000023322,83
240000023323,63
240000023324,74
240000023325,83
240000023326,36
240000023327,59
240000023328,73
240000023329,49
240000023330,34
240000023331,75
240000023332,44
240000023333,35
240000023334,81
240000023335,44
240000023336,49
240000023337,75
240000023338,65
240000023339,45
240000023340,96
240000023341,39
240000023342,69
240000023343,70
240000023344,61
240000023345,59
240000023346,78
240000023347,45
240000023348,72
240000023349,84
240000023350,32
240000023351,54
240000023352,86
240000023353,59
240000023354,40
240000023355,79
240000023356,44
240000023357,54
240000023358,81
240000023359,45
240000023360,39
240000023361,82
240000023362,68
240000023363,60
240000023364,83
240000023365,45
240000023366,58
240000023367,75
240000023368,71
240000023369,51
240000023370,73
240000023371,45
240000023372,69
240000023373,86
240000023374,47
240000023375,63
240000023376,78
240000023377,37
240000023378,45
240000023379,82
240000023380,42
240000023381,45
240000023382,69
240000023383,52
240000023384,56
240000023385,86
240000023386,65
240000023387,49
240000023388,89
240000023389,48
240000023390,63
240000023391,78
240000023392,56
240000023393,63
240000023394,82
240000023395,56
240000023396,72
240000023397,84
240000023398,36
240000023399,59
240000023400,78
240000023401,47
240000023402,38
240000023403,80
240000023404,49
240000023405,48
240000023406,98
240000023407,59
240000023408,52
240000023409,82
240000023410,73
240000023411,58
240000023412,85
240000023413,60
240000023414,72
240000023415,64
240000023416,63
240000023417,54
240000023418,85
240000023419,48
240000023420,74
240000023421,81
240000023422,33
240000023423,46
240000023424,75
240000023425,50
240000023426,40
240000023427,71
240000023428,44
240000023429,48
240000023430,82
240000023431,43
240000023432,33
240000023433,81
240000023434,67
240000023435,49
240000023436,85
240000023437,55
240000023438,64
240000023439,86
240000023440,75
240000023441,59
240000023442,83
240000023443,54
240000023444,58
240000023445,78
240000023446,34
240000023447,63
240000023448,82
240000023449,43
240000023450,28
240000023451,73
240000023452,45
240000023453,57
240000023454,76
240000023455,58
240000023456,38
240000023457,81
240000023458,74
240000023459,59
240000023460,74
240000023461,48
240000023462,73
240000023463,88
240000023464,64
240000023465,64
240000023466,99
240000023467,47
240000023468,56
240000023469,84
240000023470,41
240000023471,56
240000023472,76
240000023473,68
240000023474,37
240000023475,83
240000023476,43
240000023477,57
240000023478,82
240000023479,57
240000023480,25
240000023481,85
240000023482,66
240000023483,62
240000023484,82
240000023485,62
240000023486,77
240000023487,74
240000023488,65
240000023489,44
240000023490,74
240000023491,61
240000023492,60
240000023493,92
240000023494,45
240000023495,45
240000023496,82
240000023497,51
240000023498,43
240000023499,95
240000023500,39
240000023501,39
240000023502,73
240000023503,48
240000023504,37
240000023505,84
240000023506,66
240000023507,41
240000023508,90
240000023509,51
240000023510,82
240000023511,70
240000023512,57
240000023513,50
240000023514,90
240000023515,40
240000023516,65
240000023517,86
240000023518,44
240000023519,53
240000023520,85
240000023521,51
240000023522,27
240000023523,74
240000023524,37
240000023525,53
240000023526,88
240000023527,49
240000023528,44
240000023529,79
240000023530,67
240000023531,60
240000023532,82
240000023533,42
